상권_코드_명,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율
공릉동 국수거리,인테리어,117165013,2240,8,18,10,9,47,9,0,0,27,50,19,4,0,55,45,0,5,8
공릉동 국수거리,전자상거래업,650649318,850,37,11,18,5,5,10,13,0,0,36,26,37,0,31,69,0,3,0
공릉역 2번,한식음식점,10277983088,388639,12,13,14,13,16,18,15,0,2,20,14,53,11,63,37,0,15,18
공릉역 2번,중식음식점,315117780,14954,13,15,14,13,13,17,14,0,0,45,16,38,0,67,33,0,13,21
공릉역 2번,일식음식점,290689534,10047,14,12,17,15,18,14,10,0,1,40,12,44,3,56,45,1,34,18
공릉역 2번,양식음식점,204756102,12388,14,14,15,14,13,15,15,2,3,36,19,36,4,59,41,2,23,22
공릉역 2번,제과점,975201961,106241,13,13,15,13,16,15,15,0,12,18,22,37,11,45,55,1,18,21
공릉역 2번,패스트푸드점,321024257,27998,11,15,14,13,15,16,15,0,7,29,20,39,5,53,47,2,29,18
공릉역 2번,치킨전문점,577308291,32138,11,13,13,13,16,18,15,3,0,4,9,55,28,62,38,1,22,17
공릉역 2번,분식전문점,1135001048,88174,12,13,13,14,16,17,15,0,4,22,15,49,11,54,46,1,23,24
공릉역 2번,호프-간이주점,766081158,21839,11,16,18,14,16,17,9,1,0,3,2,50,44,68,32,1,28,13
공릉역 2번,커피-음료,1312761273,171106,12,13,14,13,15,18,16,0,4,25,35,32,5,43,57,2,44,18
공릉역 2번,일반교습학원,532663359,1499,22,18,17,16,17,10,0,1,4,6,39,47,4,57,43,0,0,3
공릉역 2번,외국어학원,376143742,1432,16,18,15,15,20,10,7,2,3,7,39,47,2,53,47,1,1,16
공릉역 2번,예술학원,198702427,1087,11,32,13,25,10,10,0,0,0,6,52,43,0,42,58,4,15,17
공릉역 2번,스포츠 강습,56094758,288,24,10,29,23,13,0,0,0,4,8,15,64,9,44,56,0,3,14
공릉역 2번,일반의원,2774580021,127205,20,19,17,12,18,14,1,0,22,36,28,14,0,43,57,0,7,14
공릉역 2번,치과의원,1836759598,15061,19,21,20,18,16,7,0,0,21,31,30,18,0,52,48,0,5,14
공릉역 2번,한의원,436438086,13106,25,15,13,15,16,17,0,0,8,35,27,31,0,38,62,0,5,13
공릉역 2번,당구장,26070124,2037,18,11,12,10,10,21,19,0,0,3,19,54,24,96,4,1,12,7
공릉역 2번,골프연습장,43119839,1156,33,7,15,8,7,16,15,0,5,12,35,43,5,96,4,0,1,4
공릉역 2번,PC방,617246957,127973,11,11,9,12,17,23,17,11,5,13,28,29,15,91,9,2,71,18
공릉역 2번,스포츠클럽,5746568,10,0,0,0,0,40,0,60,0,0,0,60,40,0,40,60,0,100,0
공릉역 2번,자동차수리,421805922,3336,19,20,13,11,17,19,1,0,9,30,39,19,4,76,24,0,4,19
공릉역 2번,자동차미용,39422012,916,11,11,18,11,17,19,13,0,15,27,42,16,0,78,22,0,2,10
공릉역 2번,미용실,573263292,19936,10,11,13,12,16,23,16,0,2,23,36,38,2,42,58,1,15,22
공릉역 2번,네일숍,15511973,95,3,0,0,35,26,36,0,0,0,29,25,45,0,0,100,0,0,0
공릉역 2번,피부관리실,39406097,156,0,13,29,40,3,15,0,0,0,19,15,54,12,9,91,0,23,17
공릉역 2번,세탁소,365471214,20187,12,13,15,15,9,36,0,0,33,19,25,23,0,30,70,0,9,18
공릉역 2번,가전제품수리,222500052,5353,14,14,32,25,15,0,0,0,32,42,25,1,0,100,0,0,0,36
공릉역 2번,여관,190504641,4114,11,11,15,12,16,25,10,13,3,9,8,34,33,73,27,2,29,12
공릉역 2번,고시원,14190328,71,0,0,0,0,0,0,100,0,0,0,0,100,0,100,0,0,0,0
공릉역 2번,노래방,181712833,3392,18,10,15,17,18,13,10,8,1,0,2,49,39,90,10,2,12,9
공릉역 2번,슈퍼마켓,3114506702,218872,13,13,16,13,15,16,14,3,8,17,24,39,10,51,49,0,12,18
공릉역 2번,편의점,3120408608,482249,13,14,14,13,16,16,14,12,14,11,12,29,23,71,30,1,32,26
공릉역 2번,핸드폰,199827334,2039,0,35,29,0,1,35,0,0,0,3,62,36,0,5,96,0,0,28
공릉역 2번,육류판매,1712989474,52958,14,22,13,12,15,17,8,0,14,27,34,25,1,40,60,0,4,13
공릉역 2번,수산물판매,186465617,9371,9,13,12,15,15,24,12,0,9,23,31,33,4,39,61,0,6,8
공릉역 2번,청과상,544803498,31600,12,13,16,15,18,15,11,0,10,25,39,25,1,38,62,0,6,14
공릉역 2번,반찬가게,4971714217,313859,9,14,14,16,16,17,15,0,8,22,41,28,1,45,55,0,2,8
공릉역 2번,일반의류,720879500,8818,13,17,14,16,12,16,13,0,1,26,46,26,1,21,79,0,4,7
공릉역 2번,신발,25463598,1030,8,21,17,14,10,14,16,0,6,29,28,36,1,39,61,0,4,11
공릉역 2번,안경,231089453,3042,19,13,11,13,13,22,10,0,2,26,31,40,1,49,51,1,18,14
공릉역 2번,시계및귀금속,119207807,397,8,16,17,10,34,16,0,0,0,21,63,17,0,22,78,0,2,1
공릉역 2번,의약품,1863352871,161215,18,17,15,16,16,14,5,0,18,26,29,25,2,53,47,0,6,14
공릉역 2번,의료기기,84095208,366,10,37,15,19,19,1,0,0,23,21,49,7,0,70,30,0,1,1
공릉역 2번,문구,382393846,4881,10,23,16,32,14,5,1,0,10,20,39,31,0,19,81,1,4,7
공릉역 2번,화장품,4389944520,22691,26,9,22,15,20,5,3,1,22,24,26,20,8,30,70,0,4,17
공릉역 2번,섬유제품,11430199,134,0,0,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,0
공릉역 2번,화초,172867727,7349,17,17,18,7,15,17,8,0,15,25,24,34,1,46,54,1,23,24
공릉역 2번,애완동물,31231264,1652,15,13,12,10,13,19,18,0,5,25,40,30,0,34,66,0,8,14
공릉역 2번,가구,197037391,403,18,15,17,6,4,30,9,0,3,26,30,34,8,48,52,0,8,13
공릉역 2번,가전제품,1343708572,3895,16,9,9,12,9,20,25,0,3,29,40,28,0,50,50,0,7,10
공릉역 2번,철물점,126912958,6745,9,21,23,13,19,10,5,5,16,32,20,24,3,69,32,0,7,16
공릉역 2번,인테리어,267084279,5639,11,12,18,11,30,18,0,0,29,41,22,8,0,63,37,0,4,5
공릉역 2번,조명용품,8549890,444,43,0,21,22,0,14,0,0,0,26,14,60,0,70,31,0,0,62
서울과학기술대,한식음식점,2836158381,143381,14,15,15,13,15,14,15,1,3,29,13,45,10,62,39,1,24,18
서울과학기술대,중식음식점,136115567,6742,13,13,13,14,15,18,14,0,1,41,14,41,3,59,41,1,23,16
서울과학기술대,일식음식점,180787511,5717,13,15,18,13,17,13,11,0,1,41,13,42,3,55,45,1,33,20
서울과학기술대,양식음식점,131341531,4520,13,12,12,13,13,17,20,0,0,35,23,40,3,54,46,2,32,17
서울과학기술대,제과점,512546802,53869,12,13,15,13,17,15,16,0,10,16,20,40,14,46,54,1,23,21
서울과학기술대,패스트푸드점,649196808,54379,13,13,15,13,15,16,15,0,6,31,21,37,6,53,47,2,35,19
서울과학기술대,치킨전문점,327756972,16700,11,13,11,14,18,18,15,4,0,2,8,54,31,60,40,2,24,14
서울과학기술대,분식전문점,353053630,26461,9,10,16,13,14,17,21,1,1,27,26,41,5,44,56,1,23,18
서울과학기술대,호프-간이주점,337792993,9058,14,13,14,10,17,20,12,1,0,1,2,56,40,61,39,3,59,14
서울과학기술대,커피-음료,993503235,135511,12,13,13,12,15,18,17,0,4,27,35,31,4,40,60,2,50,17
서울과학기술대,일반교습학원,41912701,206,36,0,12,12,27,14,0,14,0,0,34,27,25,9,91,0,0,0
서울과학기술대,예술학원,135688892,816,12,43,5,18,8,14,0,0,0,0,59,41,0,40,60,6,22,13
서울과학기술대,스포츠 강습,67457300,351,23,15,16,8,37,0,0,0,2,0,23,71,5,27,73,0,0,34
서울과학기술대,일반의원,289118552,23844,19,19,19,15,13,16,0,0,25,34,32,10,0,49,52,0,12,10
서울과학기술대,치과의원,705380617,5359,17,15,23,19,19,7,0,0,21,23,34,22,0,55,45,0,7,15
서울과학기술대,당구장,62225810,3698,18,20,12,9,13,14,13,0,1,7,25,52,14,91,9,1,12,5
서울과학기술대,PC방,187369657,38847,13,10,12,12,13,20,19,11,5,14,25,30,15,85,15,3,70,11
서울과학기술대,자동차수리,71043859,603,11,17,26,13,16,16,2,0,5,22,40,33,0,71,29,0,7,9
서울과학기술대,자동차미용,24123220,738,15,16,14,9,11,19,17,0,18,31,41,9,0,77,23,0,3,12
서울과학기술대,미용실,87073189,3576,11,14,16,10,16,19,14,0,2,32,26,38,1,39,61,0,16,10
서울과학기술대,네일숍,3734891,30,11,0,0,7,40,43,0,0,0,17,0,83,0,0,100,0,0,0
서울과학기술대,피부관리실,7077558,21,0,0,55,46,0,0,0,0,0,50,0,50,0,50,50,0,46,0
서울과학기술대,고시원,14190328,71,0,0,0,0,0,0,100,0,0,0,0,100,0,100,0,0,0,0
서울과학기술대,노래방,51240362,4133,13,7,11,16,10,19,23,8,0,2,12,61,18,80,20,9,36,20
서울과학기술대,슈퍼마켓,192891096,33406,14,13,15,17,20,12,9,3,6,11,8,36,36,79,21,9,28,28
서울과학기술대,편의점,1146501943,226870,14,16,16,14,16,13,12,8,15,17,14,27,20,68,32,2,41,21
서울과학기술대,핸드폰,187292,268,100,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,0
서울과학기술대,육류판매,58817016,2331,13,15,20,12,9,16,14,0,9,25,30,36,0,52,48,0,3,16
서울과학기술대,수산물판매,40104344,887,0,10,15,15,24,21,16,0,0,2,11,68,20,63,37,0,21,18
서울과학기술대,일반의류,14936838,151,8,0,13,0,44,3,33,0,0,0,53,13,34,0,100,0,10,14
서울과학기술대,안경,127776433,1564,16,17,6,15,13,23,11,0,2,28,34,35,1,57,43,1,16,12
서울과학기술대,문구,209267490,6816,12,13,25,16,18,15,1,0,18,16,34,32,0,38,62,2,15,9
서울과학기술대,화장품,37024509,1519,14,11,13,18,21,17,7,0,0,23,30,47,0,18,83,0,43,3
서울과학기술대,섬유제품,11430199,134,0,0,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,0
서울과학기술대,화초,37752097,1470,32,19,10,6,15,10,8,0,29,24,23,24,0,46,54,0,16,34
